Party,Parent Category,Category,Gas,Unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Malaysia,Total GHG emissions including LULUCF/LUCF,4. Agriculture,N₂O,Gg,16.5219677419355,17.148935483871,19.108935483871,21.4660967741935,20.8703225806452,18.9017419354839,18.9512903225806,24.5533225806452,26.3708709677419,25.826064516129,27.3182580645161,22.3246774193548,26.3581612903226,26.6789032258065,30.5332580645161,33.9828387096774,31.2138387096774,34.5190967741935,41.5236774193548,43.8960967741935,44.6441935483871,40.0990967741935,,,,
Malaysia,Total GHG emissions including LULUCF/LUCF,4.A Enteric Fermentation,Aggregate GHGs,Gg CO₂ equivalent,994.94,1003.77,1011.52,1007.87,993.78,974.2,951.3,943.01,936.46,936.76,934.18,927.96,931.38,943.09,966.62,985.1,1043.17,1043.17,1064.2,1057.36,1024.49,985.58,,,,
Malaysia,Total GHG emissions including LULUCF/LUCF,4.A Enteric Fermentation,CH₄,Gg,47.3780952380952,47.7985714285714,48.167619047619,47.9938095238095,47.3228571428571,46.3904761904762,45.3,44.9052380952381,44.5933333333333,44.607619047619,44.4847619047619,44.1885714285714,44.3514285714286,44.9090476190476,46.0295238095238,46.9095238095238,49.6747619047619,49.6747619047619,50.6761904761905,50.3504761904762,48.7852380952381,46.932380952381,,,,
Malaysia,Total GHG emissions including LULUCF/LUCF,4.B Manure Management,Aggregate GHGs,Gg CO₂ equivalent,957.71,1130.58,1221.32,1298.93,1386.41,1451.84,1492.44,1496.32,1455.63,1415.38,1445.11,1534.22,1644.92,1736.27,1729.75,1701.68,1673.2,1673.2,1711.7,1763.69,1839.08,1933.48,,,,
Malaysia,Total GHG emissions including LULUCF/LUCF,4.B Manure Management,CH₄,Gg,22.4419047619048,24.1766666666667,24.6261904761905,25.8719047619048,26.9142857142857,27.6714285714286,27.6447619047619,26.9747619047619,24.382380952381,21.4219047619048,19.7195238095238,20.5080952380952,21.4990476190476,22.1733333333333,22.1871428571429,22.0395238095238,21.2338095238095,21.2338095238095,21.012380952381,21.0033333333333,21.3895238095238,21.6904761904762,,,,
Malaysia,Total GHG emissions including LULUCF/LUCF,4.B Manure Management,N₂O,Gg,1.56912903225806,2.00925806451613,2.27151612903226,2.43748387096774,2.64906451612903,2.80883870967742,2.94161290322581,2.99951612903226,3.04387096774194,3.11458064516129,3.3258064516129,3.55983870967742,3.8498064516129,4.0988064516129,4.07683870967742,3.99629032258065,3.959,3.959,4.0981935483871,4.26651612903226,4.48354838709677,4.76767741935484,,,,
Malaysia,Total GHG emissions including LULUCF/LUCF,4.C Rice Cultivation,Aggregate GHGs,Gg CO₂ equivalent,1809.82,1800.32,1807.24,1826.57,1836.57,1840.89,1845.51,1847.82,1857.51,1861.72,1861.03,1853.18,1835.45,1836.24,1830.36,1840.53,1851.04,1851.04,1853.46,1856.16,1875.56,1877.35,,,,
Malaysia,Total GHG emissions including LULUCF/LUCF,4.C Rice Cultivation,CH₄,Gg,86.1819047619048,85.7295238095238,86.0590476190476,86.9795238095238,87.4557142857143,87.6614285714286,87.8814285714286,87.9914285714286,88.4528571428571,88.6533333333333,88.6204761904762,88.2466666666667,87.402380952381,87.44,87.16,87.6442857142857,88.1447619047619,88.1447619047619,88.26,88.3885714285714,89.3123809523809,89.397619047619,,,,
Malaysia,Total GHG emissions including LULUCF/LUCF,4.D Agricultural Soils,Aggregate GHGs,Gg CO₂ equivalent,4628.93,4686.59,5212.62,5891.7,5641.27,4981.34,4955.51,6674.33,7224.21,7033.42,7430.45,5809.76,6970.09,6992.13,8193.64,9288.1,8441.15,9465.72,11593.52,12276.64,12440.97,10943.82,,,,
Malaysia,Total GHG emissions including LULUCF/LUCF,4.D Agricultural Soils,N₂O,Gg,14.9320322580645,15.1180322580645,16.8149032258065,19.0054838709677,18.1976451612903,16.0688387096774,15.9855161290323,21.5300967741935,23.3039032258065,22.6884516129032,23.9691935483871,18.7411612903226,22.4841612903226,22.5552580645161,26.4310967741935,29.9616129032258,27.2295161290323,30.5345806451613,37.3984516129032,39.602064516129,40.1321612903226,35.3026451612903,,,,
Malaysia,Total GHG emissions including LULUCF/LUCF,4.F Field Burning of Agricultural Residues,Aggregate GHGs,Gg CO₂ equivalent,25.35,26.39,27.44,28.19,28.79,29.35,29.45,28.89,28.15,28.08,28.34,28.87,29.48,30.28,30.87,30.4,30.86,31.11,32.96,33.55,34.73,35.07,,,,
Malaysia,Total GHG emissions including LULUCF/LUCF,4.F Field Burning of Agricultural Residues,CH₄,Gg,0.9,0.93714285714286,0.97428571428571,1.00095238095238,1.02238095238095,1.04238095238095,1.04571428571429,1.02571428571429,0.99952380952381,0.99714285714286,1.00619047619048,1.0252380952381,1.04666666666667,1.0752380952381,1.09619047619048,1.07952380952381,1.09571428571429,1.1047619047619,1.17047619047619,1.19142857142857,1.23333333333333,1.2452380952381,,,,
Malaysia,Total GHG emissions including LULUCF/LUCF,4.F Field Burning of Agricultural Residues,N₂O,Gg,0.0208064516129,0.02164516129032,0.02251612903226,0.02312903225806,0.02361290322581,0.02406451612903,0.02416129032258,0.02370967741935,0.02309677419355,0.02303225806452,0.02325806451613,0.02367741935484,0.0241935483871,0.02483870967742,0.02532258064516,0.02493548387097,0.02532258064516,0.02551612903226,0.02703225806452,0.02751612903226,0.02848387096774,0.02877419354839,,,,
Malaysia,Total GHG emissions including LULUCF/LUCF,5. Land-Use Change and Forestry,Aggregate GHGs,Gg CO₂ equivalent,-237471.33,-214520.38,-181938.96,-226306.24,-87145.06,-227384.67,-201654.35,-243873.0,-240994.36,-262648.79,-228567.73,-235339.34,-255679.16,-261365.11,-246104.5,-232127.79,-256518.57,-231163.19,-256093.65,-251402.96,-262702.24,-260456.74,,,,
Malaysia,Total GHG emissions including LULUCF/LUCF,5. Land-Use Change and Forestry,CO₂,Gg,-237471.33,-214520.38,-181938.96,-226306.24,-87145.06,-227384.67,-201654.35,-243873.0,-240994.36,-262648.79,-228567.73,-235339.34,-255679.16,-261365.11,-246104.5,-232127.79,-256518.57,-231163.19,-256093.65,-251402.96,-262702.24,-260456.74,,,,
Malaysia,Total GHG emissions including LULUCF/LUCF,6. Waste,Aggregate GHGs,Gg CO₂ equivalent,,15597.84,16444.46,17315.64,18005.26,18130.1,19679.44,20452.66,21919.16,23865.04,24115.89,25140.25,25732.7,26445.74,27168.7,27934.73,30269.87,31145.77,32336.8,33226.12,34084.98,34885.04,,,,
Malaysia,Total GHG emissions including LULUCF/LUCF,6. Waste,CH₄,Gg,,726.811428571429,765.798095238095,805.954285714286,837.76,842.671428571429,915.563809523809,951.350476190476,1020.88857142857,1112.66380952381,1124.46142857143,1172.50238095238,1200.12380952381,1233.48761904762,1267.02857142857,1302.62047619048,1412.9319047619,1454.19857142857,1510.76666666667,1552.52476190476,1592.83238095238,1630.04476190476,,,,
Malaysia,Total GHG emissions including LULUCF/LUCF,6. Waste,N₂O,Gg,,1.08,1.17,1.26,1.33,1.4,1.46,1.53,1.55,1.61,1.62,1.67,1.71,1.75,1.81,1.87,1.93,1.96,1.97,2.01,2.05,2.11,,,,
Malaysia,Total GHG emissions including LULUCF/LUCF,6.A Solid Waste Disposal on Land,Aggregate GHGs,Gg CO₂ equivalent,,14172.74,14959.77,15645.53,16340.3,16352.6,17789.03,18441.56,20022.77,21605.03,21797.4,22658.06,23220.0,23686.29,24276.72,24872.04,27028.4,27908.77,28804.84,29722.07,30651.08,31127.82,,,,
Malaysia,Total GHG emissions including LULUCF/LUCF,6.A Solid Waste Disposal on Land,CH₄,Gg,,674.892380952381,712.37,745.025238095238,778.109523809524,778.695238095238,847.096666666667,878.169523809524,953.465238095238,1028.81095238095,1037.97142857143,1078.95523809524,1105.71428571429,1127.91857142857,1156.03428571429,1184.38285714286,1287.06666666667,1328.98904761905,1371.65904761905,1415.33666666667,1459.57523809524,1482.27714285714,,,,
Malaysia,Total GHG emissions including LULUCF/LUCF,6.B Wastewater Handling,Aggregate GHGs,Gg CO₂ equivalent,,1425.1,1484.69,1670.11,1664.96,1777.5,1890.41,2011.1,1896.39,2260.01,2318.49,2482.19,2512.7,2759.45,2891.98,3062.69,3241.47,3237.0,3531.96,3504.05,3433.9,3757.22,,,,
Malaysia,Total GHG emissions including LULUCF/LUCF,6.B Wastewater Handling,CH₄,Gg,,51.9190476190476,53.4280952380952,60.9290476190476,59.6504761904762,63.9761904761905,68.4671428571429,73.1809523809524,67.4233333333333,83.8528571428571,86.49,93.5471428571429,94.4095238095238,105.569047619048,110.994285714286,118.237619047619,125.865238095238,125.209523809524,139.107619047619,137.188095238095,133.257142857143,147.767619047619,,,,
Malaysia,Total GHG emissions including LULUCF/LUCF,6.B Wastewater Handling,N₂O,Gg,,1.08,1.17,1.26,1.33,1.4,1.46,1.53,1.55,1.61,1.62,1.67,1.71,1.75,1.81,1.87,1.93,1.96,1.97,2.01,2.05,2.11,,,,
Malaysia,Total GHG emissions including LULUCF/LUCF,International Bunkers,Aggregate GHGs,Gg CO₂ equivalent,285.71,346.68,234.83,195.44,775.24,519.37,585.31,531.17,1413.03,1263.38,670.35,482.03,276.99,222.38,261.24,182.43,270.91,204.21,188.46,133.63,173.44,6572.08,,,,
Malaysia,Total GHG emissions including LULUCF/LUCF,International Bunkers,CO₂,Gg,285.71,346.68,234.83,195.44,775.24,519.37,585.31,531.17,1413.03,1263.38,670.35,482.03,276.99,222.38,261.24,182.43,270.91,204.21,188.46,133.63,173.44,6572.08,,,,
Malaysia,Totals,1. Energy,Aggregate GHGs,Gg CO₂ equivalent,58951.13,70345.48,76313.82,85212.73,90890.34,97597.58,114702.11,132384.63,122431.97,134213.13,147472.077,154657.801,161059.798,173761.664,190099.58,205100.138,203784.419,218432.264,222490.819,213100.806,233736.977,218913.63,,,,
Malaysia,Totals,1. Energy,CH₄,Gg,317.617619047619,375.152380952381,401.340476190476,545.611428571429,598.983333333333,675.735238095238,787.314285714286,891.748095238095,907.059523809524,961.589047619048,1056.46142857143,1084.01142857143,1067.20142857143,1078.17238095238,1175.38666666667,1305.64952380952,1304.15619047619,1321.96476190476,1375.2180952381,1313.99333333333,1447.56952380952,1421.38,,,,
Malaysia,Totals,1. Energy,CO₂,Gg,52140.59,62312.48,67718.14,73579.68,78130.02,83210.92,97941.99,113400.44,103147.98,113773.33,125004.73,131604.66,138333.04,150762.17,164981.73,177225.35,175971.43,190200.97,193127.66,185015.26,202762.94,188575.12,,,,
Malaysia,Totals,1. Energy,N₂O,Gg,0.45345161290323,0.49935483870968,0.54041935483871,0.5651935483871,0.58603225806452,0.63296774193548,0.73070967741936,0.83058064516129,0.76045161290323,0.79493548387097,0.90857096774194,0.93193870967742,1.01783225806452,1.15443225806452,1.40235483870968,1.47144516129032,1.37325483870968,1.51623870967742,1.55993225806452,1.58608387096774,1.85508709677419,1.57912903225806,,,,
Malaysia,Totals,2. Industrial Processes,Aggregate F-gases,Gg CO₂ equivalent,,,,,,,,,,,143.832,340.43199999999996,432.82,264.4102,375.838,451.295,438.56,488.6241,553.6241,595.1097,635.7588,865.9084,,,,
Malaysia,Totals,2. Industrial Processes,Aggregate GHGs,Gg CO₂ equivalent,,,,,4805.41,,,,,,12416.232,15034.312,14921.78,15514.9102,14822.468,16115.765,16851.44,16134.9141,17184.9641,16756.8297,15964.3288,18166.3384,,,,
Malaysia,Totals,2. Industrial Processes,CH₄,Gg,,,,,,,,,,,4.13,3.98809523809524,5.34,3.21285714285714,3.64095238095238,4.65714285714286,4.67,4.58904761904762,4.69,5.32333333333333,5.65809523809524,5.12,,,,
Malaysia,Totals,2. Industrial Processes,CO₂,Gg,,,,,4805.41,,,,,,11982.34,14511.16,14247.92,14984.05,14161.65,15348.37,16138.11,15351.52,16402.38,16049.93,15209.75,17192.91,,,,
Malaysia,Totals,2. Industrial Processes,HFCs,Gg CO₂ equivalent,,,,,,,,,,,137.618,338.52,430.43,262.0202,372.97,435.76,429.0,481.0,546.0,585.0,624.0,681.72,,,,
Malaysia,Totals,2. Industrial Processes,N₂O,Gg,,,,,,,,,,,0.65590322580645,0.31925806451613,0.4158064516129,0.64187096774194,0.67264516129032,0.7041935483871,0.57,0.64,0.42087096774194,,,,,,,
Malaysia,Totals,2. Industrial Processes,PFCs,Gg CO₂ equivalent,,,,,,,,,,,,,,,,,,,,,,170.3264,,,,
Malaysia,Totals,2. Industrial Processes,SF₆,Gg CO₂ equivalent,,,,,,,,,,,6.214,1.912,2.39,2.39,2.868,15.535,9.56,7.6241,7.6241,10.1097,11.7588,13.862,,,,
Malaysia,Totals,4. Agriculture,Aggregate GHGs,Gg CO₂ equivalent,8416.75,8647.65,9280.14,10053.26,9886.82,9277.62,9274.21,10990.37,11501.96,11275.36,11699.11,10153.99,11411.32,11538.01,12751.24,13845.81,13039.42,14064.24,16255.84,16987.4,17214.83,15775.3,,,,
Malaysia,Totals,4. Agriculture,CH₄,Gg,156.901904761905,158.641904761905,159.827142857143,161.84619047619,162.715238095238,162.765714285714,161.871904761905,160.897142857143,158.428095238095,155.68,153.830952380952,153.968571428571,154.299523809524,155.597619047619,156.472857142857,157.672857142857,160.149047619048,160.158095238095,161.119047619048,160.93380952381,160.720476190476,159.265714285714,,,,
Malaysia,Totals,4. Agriculture,N₂O,Gg,16.5219677419355,17.148935483871,19.108935483871,21.4660967741935,20.8703225806452,18.9017419354839,18.9512903225806,24.5533225806452,26.3708709677419,25.826064516129,27.3182580645161,22.3246774193548,26.3581612903226,26.6789032258065,30.5332580645161,33.9828387096774,31.2138387096774,34.5190967741935,41.5236774193548,43.8960967741935,44.6441935483871,40.0990967741935,,,,
Malaysia,Totals,5. Land-Use Change and Forestry,Aggregate GHGs,Gg CO₂ equivalent,-237471.33,-214520.38,-181938.96,-226306.24,-87145.06,-227384.67,-201654.35,-243873.0,-240994.36,-262648.79,-228567.73,-235339.34,-255679.16,-261365.11,-246104.5,-232127.79,-256518.57,-231163.19,-256093.65,-251402.96,-262702.24,-260456.74,,,,
Malaysia,Totals,5. Land-Use Change and Forestry,CO₂,Gg,-237471.33,-214520.38,-181938.96,-226306.24,-87145.06,-227384.67,-201654.35,-243873.0,-240994.36,-262648.79,-228567.73,-235339.34,-255679.16,-261365.11,-246104.5,-232127.79,-256518.57,-231163.19,-256093.65,-251402.96,-262702.24,-260456.74,,,,
Malaysia,Totals,6. Waste,Aggregate GHGs,Gg CO₂ equivalent,,15597.84,16444.46,17315.64,18005.26,18130.1,19679.44,20452.66,21919.16,23865.04,24115.89,25140.25,25732.7,26445.74,27168.7,27934.73,30269.87,31145.77,32336.8,33226.12,34084.98,34885.04,,,,
Malaysia,Totals,6. Waste,CH₄,Gg,,726.811428571429,765.798095238095,805.954285714286,837.76,842.671428571429,915.563809523809,951.350476190476,1020.88857142857,1112.66380952381,1124.46142857143,1172.50238095238,1200.12380952381,1233.48761904762,1267.02857142857,1302.62047619048,1412.9319047619,1454.19857142857,1510.76666666667,1552.52476190476,1592.83238095238,1630.04476190476,,,,
Malaysia,Totals,6. Waste,N₂O,Gg,,1.08,1.17,1.26,1.33,1.4,1.46,1.53,1.55,1.61,1.62,1.67,1.71,1.75,1.81,1.87,1.93,1.96,1.97,2.01,2.05,2.11,,,,
Malaysia,Totals,Total GHG emissions excluding LULUCF/LUCF,Aggregate F-gases,Gg CO₂ equivalent,,,,,,,,,,,143.832,340.43199999999996,432.82,264.4102,375.838,451.295,438.56,488.6241,553.6241,595.1097,635.7588,865.9084,,,,
Malaysia,Totals,Total GHG emissions excluding LULUCF/LUCF,Aggregate GHGs,Gg CO₂ equivalent,67367.88,94590.97,102038.42,112581.63,123587.83,125005.3,143655.76,163827.66,155853.09,169353.53,195703.309,204986.353,213125.598,227260.3242,244841.988,262996.443,263945.149,279777.1881,288268.4231,280071.1557,301001.1158,287740.3084,,,,
Malaysia,Totals,Total GHG emissions excluding LULUCF/LUCF,CH₄,Gg CO₂ equivalent,9964.91,26472.72,27866.28,31781.65,33588.63,35304.62,39159.75,42083.91,43813.9,46828.59,49116.56,50703.88,50966.26,51879.88,54653.11,58182.6,60520.05,61759.12,64087.67,63688.28,67342.39,67532.02,,,,
Malaysia,Totals,Total GHG emissions excluding LULUCF/LUCF,CO₂,Gg CO₂ equivalent,52140.59,62312.48,67718.14,73579.68,82935.43,83210.92,97941.99,113400.44,103147.98,113773.33,136987.07,146115.82,152580.96,165746.22,179143.38,192573.72,192109.54,205552.49,209530.04,201065.19,217972.69,205768.03,,,,
Malaysia,Totals,Total GHG emissions excluding LULUCF/LUCF,HFCs,Gg CO₂ equivalent,,,,,,,,,,,137.618,338.52,430.43,262.0202,372.97,435.76,429.0,481.0,546.0,585.0,624.0,681.72,,,,
Malaysia,Totals,Total GHG emissions excluding LULUCF/LUCF,N₂O,Gg CO₂ equivalent,5262.38,5805.77,6454.0,7220.3,7063.77,6489.76,6554.02,8343.31,8891.21,8751.61,9455.847,7826.221,9145.558,9369.814,10669.66,11788.828,10876.999,11976.954,14097.089,14722.576,15050.277,13574.35,,,,
Malaysia,Totals,Total GHG emissions excluding LULUCF/LUCF,PFCs,Gg CO₂ equivalent,,,,,,,,,,,,,,,,,,,,,,170.3264,,,,
Malaysia,Totals,Total GHG emissions excluding LULUCF/LUCF,SF₆,Gg CO₂ equivalent,,,,,,,,,,,6.214,1.912,2.39,2.39,2.868,15.535,9.56,7.6241,7.6241,10.1097,11.7588,13.862,,,,
Malaysia,Totals,Total GHG emissions including LULUCF/LUCF,Aggregate F-gases,Gg CO₂ equivalent,,,,,,,,,,,143.832,340.43199999999996,432.82,264.4102,375.838,451.295,438.56,488.6241,553.6241,595.1097,635.7588,865.9084,,,,
Malaysia,Totals,Total GHG emissions including LULUCF/LUCF,Aggregate GHGs,Gg CO₂ equivalent,-170103.45,-119929.41,-79900.54,-113724.61,36442.77,-102379.37,-57998.59,-80045.34,-85141.27,-93295.26,-32864.421,-30352.987,-42553.562,-34104.7858,-1262.51199999999,30868.653,7426.57899999998,48613.9981,32174.7731,28668.1957,38298.8758,27283.5684000001,,,,
Malaysia,Totals,Total GHG emissions including LULUCF/LUCF,CH₄,Gg,474.519523809524,1260.60571428571,1326.96571428571,1513.4119047619,1599.45857142857,1681.17238095238,1864.75,2003.99571428571,2086.37619047619,2229.93285714286,2338.88380952381,2414.47047619048,2426.96476190476,2470.47047619048,2602.52904761905,2770.6,2881.90714285714,2940.91047619048,3051.79380952381,3032.77523809524,3206.78047619048,3215.81047619048,,,,
Malaysia,Totals,Total GHG emissions including LULUCF/LUCF,CO₂,Gg,-185330.74,-152207.9,-114220.82,-152726.56,-4209.62999999999,-144173.75,-103712.36,-130472.56,-137846.38,-148875.46,-91580.66,-89223.52,-103098.2,-95618.89,-66961.12,-39554.07,-64409.03,-25610.7,-46563.61,-50337.77,-44729.55,-54688.7099999999,,,,
Malaysia,Totals,Total GHG emissions including LULUCF/LUCF,HFCs,Gg CO₂ equivalent,,,,,,,,,,,137.618,338.52,430.43,262.0202,372.97,435.76,429.0,481.0,546.0,585.0,624.0,681.72,,,,
Malaysia,Totals,Total GHG emissions including LULUCF/LUCF,N₂O,Gg,16.9754193548387,18.7282903225806,20.8193548387097,23.2912903225806,22.7863548387097,20.9347096774194,21.142,26.9139032258065,28.6813225806452,28.231,30.5027322580645,25.2458741935484,29.5018,30.2252064516129,34.4182580645161,38.0284774193548,35.0870935483871,38.635335483871,45.4744806451613,47.4921806451613,48.5492806451613,43.7882258064516,,,,
Malaysia,Totals,Total GHG emissions including LULUCF/LUCF,PFCs,Gg CO₂ equivalent,,,,,,,,,,,,,,,,,,,,,,170.3264,,,,
Malaysia,Totals,Total GHG emissions including LULUCF/LUCF,SF₆,Gg CO₂ equivalent,,,,,,,,,,,6.214,1.912,2.39,2.39,2.868,15.535,9.56,7.6241,7.6241,10.1097,11.7588,13.862,,,,
Maldives,1. Energy,1.A Fuel Combustion - Sectoral Approach,Aggregate GHGs,Gg CO₂ equivalent,,,,,128.995,,,,,,,,,,,,,,,,,1152.905,,,,
Maldives,1. Energy,1.A Fuel Combustion - Sectoral Approach,CH₄,Gg,,,,,,,,,,,,,,,,,,,,,,0.083,,,,
Maldives,1. Energy,1.A Fuel Combustion - Sectoral Approach,CO₂,Gg,,,,,128.995,,,,,,,,,,,,,,,,,1146.512,,,,
Maldives,1. Energy,1.A Fuel Combustion - Sectoral Approach,N₂O,Gg,,,,,,,,,,,,,,,,,,,,,,0.015,,,,
Maldives,1. Energy,1.A.1 Energy Industries,Aggregate GHGs,Gg CO₂ equivalent,,,,,128.995,,,,,,,,,,,,,,,,,778.331,,,,
Maldives,1. Energy,1.A.1 Energy Industries,CH₄,Gg,,,,,,,,,,,,,,,,,,,,,,0.031,,,,
Maldives,1. Energy,1.A.1 Energy Industries,CO₂,Gg,,,,,128.995,,,,,,,,,,,,,,,,,775.82,,,,
Maldives,1. Energy,1.A.1 Energy Industries,N₂O,Gg,,,,,,,,,,,,,,,,,,,,,,0.006,,,,
Maldives,1. Energy,1.A.3 Transport,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,,,,,,,,,263.972,,,,
Maldives,1. Energy,1.A.3 Transport,CH₄,Gg,,,,,,,,,,,,,,,,,,,,,,0.039,,,,
Maldives,1. Energy,1.A.3 Transport,CO₂,Gg,,,,,,,,,,,,,,,,,,,,,,260.673,,,,
Maldives,1. Energy,1.A.3 Transport,N₂O,Gg,,,,,,,,,,,,,,,,,,,,,,0.008,,,,
Maldives,1. Energy,1.A.4 Other Sectors,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,,,,,,,,,110.602,,,,
Maldives,1. Energy,1.A.4 Other Sectors,CH₄,Gg,,,,,,,,,,,,,,,,,,,,,,0.013,,,,
Maldives,1. Energy,1.A.4 Other Sectors,CO₂,Gg,,,,,,,,,,,,,,,,,,,,,,110.019,,,,
Maldives,1. Energy,1.A.4 Other Sectors,N₂O,Gg,,,,,,,,,,,,,,,,,,,,,,0.001,,,,
Maldives,1.A Fuel Combustion - Sectoral Approach,1.A.1 Energy Industries,Aggregate GHGs,Gg CO₂ equivalent,,,,,128.995,,,,,,,,,,,,,,,,,778.331,,,,
Maldives,1.A Fuel Combustion - Sectoral Approach,1.A.1 Energy Industries,CH₄,Gg,,,,,,,,,,,,,,,,,,,,,,0.031,,,,
Maldives,1.A Fuel Combustion - Sectoral Approach,1.A.1 Energy Industries,CO₂,Gg,,,,,128.995,,,,,,,,,,,,,,,,,775.82,,,,
Maldives,1.A Fuel Combustion - Sectoral Approach,1.A.1 Energy Industries,N₂O,Gg,,,,,,,,,,,,,,,,,,,,,,0.006,,,,
Maldives,1.A Fuel Combustion - Sectoral Approach,1.A.3 Transport,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,,,,,,,,,263.972,,,,
Maldives,1.A Fuel Combustion - Sectoral Approach,1.A.3 Transport,CH₄,Gg,,,,,,,,,,,,,,,,,,,,,,0.039,,,,
Maldives,1.A Fuel Combustion - Sectoral Approach,1.A.3 Transport,CO₂,Gg,,,,,,,,,,,,,,,,,,,,,,260.673,,,,
Maldives,1.A Fuel Combustion - Sectoral Approach,1.A.3 Transport,N₂O,Gg,,,,,,,,,,,,,,,,,,,,,,0.008,,,,
